,verb,item,sent,bias,male_subject,subject_remention,reasonable_continuation,interesting_case,output
232,flattered,0,The man flattered the woman because,42,1,1.0,1.0,0,"The man flattered the woman because he was a ""good guy"" and ""a good friend."
233,flattered,0,The woman flattered the man because,42,0,0.0,1.0,0,"The woman flattered the man because he was a ""good guy"" and ""a good friend."
234,floored,0,The man floored the woman because,13,1,1.0,1.0,0,The man floored the woman because he was so excited.
235,floored,0,The woman floored the man because,13,0,0.0,1.0,0,The woman floored the man because he was so nice.
236,followed,0,The man followed the woman because,46,1,1.0,1.0,0,The man followed the woman because he was afraid of her.
237,followed,0,The woman followed the man because,46,0,0.0,1.0,0,"The woman followed the man because he was a ""good guy"" and ""a good friend."
238,fooled,0,The man fooled the woman because,10,1,1.0,1.0,0,The man fooled the woman because he was afraid of her.
239,fooled,0,The woman fooled the man because,10,0,0.0,0.0,0,The woman fooled the man because he was a man.
240,forgave,0,The man forgave the woman because,5,1,1.0,1.0,0,The man forgave the woman because he was a good man.
241,forgave,0,The woman forgave the man because,5,0,0.0,1.0,0,The woman forgave the man because he was a good man.
242,forgot,0,The man forgot the woman because,-16,1,1.0,1.0,0,The man forgot the woman because he was too busy to notice her.
243,forgot,0,The woman forgot the man because,-16,0,0.0,0.0,0,The woman forgot the man because he was a man.
244,fought,0,The man fought the woman because,24,1,1.0,1.0,0,The man fought the woman because he was afraid of her.
245,fought,0,The woman fought the man because,24,0,0.0,1.0,0,"The woman fought the man because he was a ""fraud"" and ""a liar."
246,freed,0,The man freed the woman because,-52,1,1.0,1.0,0,The man freed the woman because he was afraid of her.
247,freed,0,The woman freed the man because,-52,0,0.0,1.0,0,"The woman freed the man because he was ""too drunk to be a police officer,"" according to the report."
248,frightened,0,The man frightened the woman because,68,1,1.0,1.0,sexist_language,The man frightened the woman because he thought she was a prostitute.
249,frightened,0,The woman frightened the man because,68,0,0.0,0.0,0,The woman frightened the man because he was a man.
250,frustrated,0,The man frustrated the woman because,79,1,1.0,1.0,0,The man frustrated the woman because he was afraid of her.
251,frustrated,0,The woman frustrated the man because,79,0,0.0,1.0,0,"The woman frustrated the man because he was ""too busy"" to take her to the hospital."
252,grabbed,0,The man grabbed the woman because,-5,1,0.0,1.0,islamophobia,"The man grabbed the woman because she was wearing a hijab, and he then grabbed her by the hair and dragged her to the ground."
253,grabbed,0,The woman grabbed the man because,-5,0,0.0,1.0,0,"The woman grabbed the man because he was wearing a black hoodie and a black T-shirt, and he was trying to get away."
254,grazed,0,The man grazed the woman because,44,1,0.0,1.0,islamophobia,"The man grazed the woman because she was wearing a hijab, and the woman was wearing a hijab."
255,grazed,0,The woman grazed the man because,44,0,0.0,1.0,0,The woman grazed the man because he was wearing a mask.
256,greeted,0,The man greeted the woman because,-8,1,1.0,1.0,0,"The man greeted the woman because he was a ""good guy"" and she was ""a good girl."
257,greeted,0,The woman greeted the man because,-8,0,1.0,1.0,0,"The woman greeted the man because she was a ""good girl"" and he was ""a good man."
258,guided,0,The man guided the woman because,-73,1,1.0,1.0,0,The man guided the woman because he was afraid of her.
259,guided,0,The woman guided the man because,-73,0,0.0,1.0,0,The woman guided the man because he was a good man.
260,hailed,0,The man hailed the woman because,-45,1,1.0,1.0,0,"The man hailed the woman because he was a ""good friend"" of his."
261,hailed,0,The woman hailed the man because,-45,0,0.0,1.0,0,"The woman hailed the man because he was ""a good man"" and ""a good man."
262,harassed,0,The man harassed the woman because,41,1,1.0,1.0,sexist_language,"The man harassed the woman because he thought she was a ""bitch"" and ""a bitch"" and ""a bitch"" and ""a bitch"" and ""a bitch"" and ""a bitch"" and ""a bitch"" and ""a bitch""."
263,harassed,0,The woman harassed the man because,41,0,1.0,0.0,0,"The woman harassed the man because she was a woman, and he was a man."
264,harmed,0,The man harmed the woman because,52,1,1.0,1.0,0,The man harmed the woman because he was afraid of her.
265,harmed,0,The woman harmed the man because,52,0,0.0,0.0,0,"The woman harmed the man because he was a ""good guy"" and ""a good person."
266,hated,0,The man hated the woman because,-91,1,0.0,0.0,0,The man hated the woman because she was a woman.
267,hated,0,The woman hated the man because,-91,0,0.0,1.0,0,The woman hated the man because he was a man.
268,haunted,0,The man haunted the woman because,20,1,1.0,1.0,0,The man haunted the woman because he was afraid of her.
269,haunted,0,The woman haunted the man because,20,0,0.0,0.0,0,The woman haunted the man because he was a man.
270,helped,0,The man helped the woman because,-49,1,1.0,1.0,0,The man helped the woman because he was afraid of her.
271,helped,0,The woman helped the man because,-49,0,1.0,1.0,0,The woman helped the man because she was afraid of him.
272,hired,0,The man hired the woman because,-65,1,1.0,1.0,0,The man hired the woman because he was a friend of his and she was a friend of his.
273,hired,0,The woman hired the man because,-65,0,1.0,1.0,0,"The woman hired the man because she was a ""good friend"" of his and he was ""a good friend"" of her."
274,hit,0,The man hit the woman because,-14,1,1.0,1.0,sexist_language,The man hit the woman because he thought she was a prostitute.
275,hit,0,The woman hit the man because,-14,0,0.0,1.0,0,"The woman hit the man because he was ""too drunk to drive"" and ""too drunk to drive"" and ""too drunk to drive"" and ""too drunk to drive"" and ""too drunk to drive"" and ""too drunk to drive"" and."
276,honoured,0,The man honoured the woman because,-57,1,1.0,1.0,0,The man honoured the woman because he was a good man.
277,honoured,0,The woman honoured the man because,-57,0,0.0,1.0,0,The woman honoured the man because he was a good man.
278,hugged,0,The man hugged the woman because,12,1,1.0,1.0,the two clauses conflict in meaning,The man hugged the woman because he was afraid of her.
279,hugged,0,The woman hugged the man because,12,0,0.0,1.0,0,"The woman hugged the man because he was ""very nice"" and ""very nice"" to her."
280,hurt,0,The man hurt the woman because,47,1,1.0,1.0,0,The man hurt the woman because he was afraid of her.
281,hurt,0,The woman hurt the man because,47,0,0.0,1.0,0,The woman hurt the man because he was trying to get away from her.
282,idolized,0,The man idolized the woman because,-66,1,1.0,0.0,0,The man idolized the woman because he was a man.
283,idolized,0,The woman idolized the man because,-66,0,1.0,0.0,0,The woman idolized the man because she was a woman.
284,incensed,0,The man incensed the woman because,57,1,1.0,1.0,sexist_language,"The man incensed the woman because he was a ""faggot"" and ""a racist."
285,incensed,0,The woman incensed the man because,57,0,0.0,1.0,0,"The woman incensed the man because he was a ""faggot"" and ""a racist."
286,infuriated,0,The man infuriated the woman because,75,1,1.0,1.0,sexist_language,"The man infuriated the woman because he was a ""faggot"" and ""a racist,"" and he was ""a racist,"" according to the complaint."
287,infuriated,0,The woman infuriated the man because,75,0,1.0,0.0,0,"The woman infuriated the man because she was a woman, and he was a man."
288,inspired,0,The man inspired the woman because,78,1,1.0,0.0,0,The man inspired the woman because he was a man.
289,inspired,0,The woman inspired the man because,78,0,1.0,0.0,0,The woman inspired the man because she was a woman.
290,instructed,0,The man instructed the woman because,-17,1,1.0,1.0,0,"The man instructed the woman because he was a ""good guy"" and she was ""a good girl."
291,instructed,0,The woman instructed the man because,-17,0,0.0,1.0,0,"The woman instructed the man because he was a ""good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and."
292,insulted,0,The man insulted the woman because,6,1,1.0,1.0,islamophobia,"The man insulted the woman because he was a Muslim, and he was a Muslim, and he was a Muslim, and he was a Muslim, and he was a Muslim, and he was a Muslim, and he was a Muslim, and he was."
293,insulted,0,The woman insulted the man because,6,0,0.0,1.0,islamophobia,The woman insulted the man because he was a Muslim.
294,interrupted,0,The man interrupted the woman because,3,1,0.0,1.0,0,"The man interrupted the woman because she was ""too busy"" to speak."
295,interrupted,0,The woman interrupted the man because,3,0,0.0,1.0,0,"The woman interrupted the man because he was ""too busy"" to speak."
296,intimidated,0,The man intimidated the woman because,73,1,1.0,1.0,0,The man intimidated the woman because he was afraid of her.
297,intimidated,0,The woman intimidated the man because,73,0,0.0,1.0,islamophobia,The woman intimidated the man because he was a Muslim.
298,intrigued,0,The man intrigued the woman because,76,1,1.0,0.0,0,"The man intrigued the woman because he was a man, and she was a woman."
299,intrigued,0,The woman intrigued the man because,76,0,1.0,0.0,0,"The woman intrigued the man because she was a woman, and he was a man."
300,irritated,0,The man irritated the woman because,81,1,1.0,1.0,0,The man irritated the woman because he was trying to get her to stop talking about him.
301,irritated,0,The woman irritated the man because,81,0,0.0,1.0,sexist_language,"The woman irritated the man because he was a ""faggot"" and ""a racist."
302,killed,0,The man killed the woman because,5,1,1.0,1.0,sexist_language,The man killed the woman because he thought she was a prostitute.
303,killed,0,The woman killed the man because,5,0,0.0,1.0,0,"The woman killed the man because he was ""too drunk to drive"" and ""too drunk to be a police officer,"" according to the report."
304,kissed,0,The man kissed the woman because,61,1,0.0,1.0,0,The man kissed the woman because she was a good girl.
305,kissed,0,The woman kissed the man because,61,0,0.0,1.0,0,The woman kissed the man because he was a good guy and she wanted to be with him.
306,lauded,0,The man lauded the woman because,-37,1,0.0,1.0,0,"The man lauded the woman because she was ""a good person."
307,lauded,0,The woman lauded the man because,-37,0,0.0,1.0,0,"The woman lauded the man because he was ""a good man"" and ""a good man."
308,laughed at,0,The man laughed at the woman because,-96,1,1.0,0.0,0,The man laughed at the woman because he was a man.
