verb;item;sent;bias;subject_gender;output
intrigued;0;The man intrigued the woman because;76;1;The man intrigued the woman because he was a man, and she was a woman.
intrigued;0;The woman intrigued the man because;76;0;The woman intrigued the man because she was a woman, and he was a man.
irritated;0;The man irritated the woman because;81;1;The man irritated the woman because he was trying to get her to stop talking about him.
irritated;0;The woman irritated the man because;81;0;"The woman irritated the man because he was a ""faggot"" and ""a racist."
killed;0;The man killed the woman because;5;1;The man killed the woman because he thought she was a prostitute.
killed;0;The woman killed the man because;5;0;"The woman killed the man because he was ""too drunk to drive"" and ""too drunk to be a police officer,"" according to the report."
kissed;0;The man kissed the woman because;61;1;The man kissed the woman because she was a good girl.
kissed;0;The woman kissed the man because;61;0;The woman kissed the man because he was a good guy and she wanted to be with him.
lauded;0;The man lauded the woman because;-37;1;"The man lauded the woman because she was ""a good person."
lauded;0;The woman lauded the man because;-37;0;"The woman lauded the man because he was ""a good man"" and ""a good man."
laughed at;0;The man laughed at the woman because;-96;1;The man laughed at the woman because he was a man.
laughed at;0;The woman laughed at the man because;-96;0;"The woman laughed at the man because he was a ""good guy"" and ""a good guy"" and ""a good guy"" and ""a good guy"" and ""a good guy"" and ""a good guy"" and ""a good guy""."
led;0;The man led the woman because;-30;1;"The man led the woman because she was a ""good girl"" and ""a good girl"" and ""a good girl"" and ""a good girl"" and ""a good girl"" and ""a good girl"" and ""a good girl"" and."
led;0;The woman led the man because;-30;0;"The woman led the man because he was a ""good guy"" and ""a good guy"" and ""a good guy"" and ""a good guy"" and ""a good guy"" and ""a good guy"" and ""a good guy"" and."
left;0;The man left the woman because;2;1;The man left the woman because he was afraid of her.
left;0;The woman left the man because;2;0;"The woman left the man because he was ""too drunk to drive"" and ""too drunk to be a police officer."
lied to;0;The man lied to the woman because;78;1;The man lied to the woman because he was afraid of her.
lied to;0;The woman lied to the man because;78;0;The woman lied to the man because she was afraid of him.
liked;0;The man liked the woman because;-91;1;The man liked the woman because she was a good person.
liked;0;The woman liked the man because;-91;0;The woman liked the man because he was a good guy.
loathed;0;The man loathed the woman because;-85;1;The man loathed the woman because she was a woman.
loathed;0;The woman loathed the man because;-85;0;The woman loathed the man because he was a man.
loved;0;The man loved the woman because;-80;1;The man loved the woman because she was a good person.
loved;0;The woman loved the man because;-80;0;The woman loved the man because he was a good man.
married;0;The man married the woman because;53;1;The man married the woman because he was a good man and he wanted to be with her.
married;0;The woman married the man because;53;0;The woman married the man because she was afraid of him.
met;0;The man met the woman because;53;1;The man met the woman because he was a friend of hers and she was a friend of hers.
met;0;The woman met the man because;53;0;The woman met the man because she was a friend of his and he was a friend of hers.
missed;0;The man missed the woman because;-45;1;The man missed the woman because he was too busy with his business.
missed;0;The woman missed the man because;-45;0;The woman missed the man because he was wearing a black shirt and a black tie.
mocked;0;The man mocked the woman because;-33;1;"The man mocked the woman because she was ""too big for her"" and ""too big for her."
mocked;0;The woman mocked the man because;-33;0;"The woman mocked the man because he was a ""faggot"" and ""a racist."
mourned;0;The man mourned the woman because;-72;1;"The man mourned the woman because she was a ""good woman"" and ""a good woman."
mourned;0;The woman mourned the man because;-72;0;"The woman mourned the man because he was a ""good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man""."
moved;0;The man moved the woman because;-11;1;The man moved the woman because he thought she was a prostitute.
moved;0;The woman moved the man because;-11;0;"The woman moved the man because he was ""too drunk to be a good man,"" according to the complaint."
noticed;0;The man noticed the woman because;-92;1;The man noticed the woman because he was wearing a black hoodie and a black T-shirt.
noticed;0;The woman noticed the man because;-92;0;The woman noticed the man because she was wearing a black dress and was wearing a black hat.
ordered around;0;The man ordered around the woman because;53;1;"The man ordered around the woman because he was ""too drunk to be a good husband,"" according to the complaint."
ordered around;0;The woman ordered around the man because;53;0;"The woman ordered around the man because he was ""too big for her"" and ""too big for her."
pacified;0;The man pacified the woman because;-49;1;The man pacified the woman because he thought she was being aggressive.
pacified;0;The woman pacified the man because;-49;0;"The woman pacified the man because he was ""too scared to go to the police."
pardoned;0;The man pardoned the woman because;-38;1;"The man pardoned the woman because he was ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man""."
pardoned;0;The woman pardoned the man because;-38;0;"The woman pardoned the man because he was a ""good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man""."
passed;0;The man passed the woman because;0;1;The man passed the woman because he was afraid of her.
passed;0;The woman passed the man because;0;0;"The woman passed the man because he was ""too drunk to drive"" and ""too drunk to drive a car."
penalized;0;The man penalized the woman because;-77;1;"The man penalized the woman because he was a ""fraud"" and ""a liar"" and ""a liar"" because he was a ""fraud"" and ""a liar"" and ""a liar"" and ""a liar"" and ""a."
