,verb,item,sent,bias,subject_gender,surprisal_he,surprisal_she,subject_preference
340,pardoned,0,The man pardoned the woman because,-38,1,1.319507122,1.737802029,0.418294907
341,pardoned,0,The woman pardoned the man because,-38,0,1.463398695,1.620411873,-0.157013178
342,passed,0,The man passed the woman because,0,1,1.380602717,1.590438128,0.209835411
343,passed,0,The woman passed the man because,0,0,1.434156179,1.575396538,-0.141240359
344,penalized,0,The man penalized the woman because,-77,1,1.374132633,1.561101079,0.186968446
345,penalized,0,The woman penalized the man because,-77,0,1.287009001,1.651414156,-0.364405155
346,persecuted,0,The man persecuted the woman because,-22,1,1.308130026,1.551602483,0.243472457
347,persecuted,0,The woman persecuted the man because,-22,0,1.367955923,1.520852566,-0.152896643
348,picked up,0,The man picked up the woman because,-71,1,1.395557642,1.405937076,0.010379434
349,picked up,0,The woman picked up the man because,-71,0,1.286866188,1.469602585,-0.182736397
350,plagued,0,The man plagued the woman because,58,1,1.63428545,1.607197404,-0.027088046
351,plagued,0,The woman plagued the man because,58,0,1.575017929,1.828121424,-0.253103495
352,played,0,The man played the woman because,43,1,1.291597605,1.795988321,0.504390716
353,played,0,The woman played the man because,43,0,1.607646346,1.505711555,0.101934791
354,played with,0,The man played with the woman because,-13,1,1.390954852,1.778617382,0.38766253
355,played with,0,The woman played with the man because,-13,0,1.481862187,1.60204649,-0.120184303
356,pleased,0,The man pleased the woman because,83,1,1.212799191,1.711356163,0.498556972
357,pleased,0,The woman pleased the man because,83,0,1.464438915,1.479100227,-0.014661312
358,praised,0,The man praised the woman because,-87,1,1.842853308,1.224579692,-0.618273616
359,praised,0,The woman praised the man because,-87,0,1.099905849,2.119380713,-1.019474864
360,prized,0,The man prized the woman because,-74,1,1.588009357,1.47838068,-0.109628677
361,prized,0,The woman prized the man because,-74,0,1.333563447,1.732359529,-0.398796082
362,prosecuted,0,The man prosecuted the woman because,-44,1,1.33710885,1.785672665,0.448563815
363,prosecuted,0,The woman prosecuted the man because,-44,0,1.667577028,1.40288341,0.264693618
364,protected,0,The man protected the woman because,-47,1,1.503209233,1.523814082,0.020604849
365,protected,0,The woman protected the man because,-47,0,1.408444047,1.552722335,-0.144278288
366,provoked,0,The man provoked the woman because,70,1,1.166678786,1.55527699,0.388598204
367,provoked,0,The woman provoked the man because,70,0,1.383206487,1.260490656,0.122715831
368,punished,0,The man punished the woman because,-76,1,1.359567404,1.452322483,0.092755079
369,punished,0,The woman punished the man because,-76,0,1.188001275,1.641870141,-0.453868866
370,pursued,0,The man pursued the woman because,31,1,1.345552206,1.337539196,-0.00801301
371,pursued,0,The woman pursued the man because,31,0,1.310305238,1.356071949,-0.045766711
372,questioned,0,The man questioned the woman because,26,1,1.515453339,1.488530397,-0.026922942
373,questioned,0,The woman questioned the man because,26,0,1.436539054,1.571197391,-0.134658337
374,reassured,0,The man reassured the woman because,-62,1,1.489140868,1.893269777,0.404128909
375,reassured,0,The woman reassured the man because,-62,0,1.751519799,1.608991623,0.142528176
376,rebuked,0,The man rebuked the woman because,-18,1,1.607967973,1.311376214,-0.296591759
377,rebuked,0,The woman rebuked the man because,-18,0,1.234712601,1.781193733,-0.546481132
378,relaxed,0,The man relaxed the woman because,19,1,1.510043502,1.573839307,0.063795805
379,relaxed,0,The woman relaxed the man because,19,0,1.438562036,1.738026381,-0.299464345
380,relished,0,The man relished the woman because,-47,1,1.579716921,1.414349318,-0.165367603
381,relished,0,The woman relished the man because,-47,0,1.359749198,1.696592927,-0.336843729
382,repaid,0,The man repaid the woman because,63,1,1.363488317,1.392953753,0.029465436
383,repaid,0,The woman repaid the man because,63,0,1.335567832,1.458690882,-0.12312305
384,repelled,0,The man repelled the woman because,67,1,1.405296445,1.503114581,0.097818136
385,repelled,0,The woman repelled the man because,67,0,1.396949291,1.534876704,-0.137927413
386,reprimanded,0,The man reprimanded the woman because,-50,1,1.51691246,1.362375736,-0.154536724
387,reprimanded,0,The woman reprimanded the man because,-50,0,1.142985821,1.81513238,-0.672146559
388,repulsed,0,The man repulsed the woman because,76,1,1.33374393,1.467411637,0.133667707
389,repulsed,0,The woman repulsed the man because,76,0,1.263520241,1.575136304,-0.311616063
390,resented,0,The man resented the woman because,-76,1,1.38841176,1.512624621,0.124212861
391,resented,0,The woman resented the man because,-76,0,1.377670884,1.567946911,-0.190276027
392,respected,0,The man respected the woman because,-91,1,1.32269752,1.576868653,0.254171133
393,respected,0,The woman respected the man because,-91,0,1.340158939,1.53363812,-0.193479181
394,revered,0,The man revered the woman because,-57,1,1.403535724,1.945300221,0.541764497
395,revered,0,The woman revered the man because,-57,0,1.502365351,1.734076858,-0.231711507
396,revitalized,0,The man revitalized the woman because,3,1,1.616965413,1.708124518,0.091159105
397,revitalized,0,The woman revitalized the man because,3,0,1.58547914,1.777615428,-0.192136288
398,revolted,0,The man revolted the woman because,66,1,1.371977806,1.406385422,0.034407616
399,revolted,0,The woman revolted the man because,66,0,1.322613835,1.590972781,-0.268358946
400,rewarded,0,The man rewarded the woman because,-85,1,1.293353319,1.400175214,0.106821895
401,rewarded,0,The woman rewarded the man because,-85,0,1.210875034,1.523734927,-0.312859893
402,ridiculed,0,The man ridiculed the woman because,-58,1,1.601337671,1.272385716,-0.328951955
403,ridiculed,0,The woman ridiculed the man because,-58,0,1.161531448,1.734241843,-0.572710395
404,rushed to,0,The man rushed to the woman because,-32,1,1.397640824,1.443143249,0.045502425
405,rushed to,0,The woman rushed to the man because,-32,0,1.394795775,1.460022569,-0.065226794
406,saluted,0,The man saluted the woman because,-48,1,1.490751028,1.480602622,-0.010148406
407,saluted,0,The woman saluted the man because,-48,0,1.216590881,1.900437832,-0.683846951
408,scared,0,The man scared the woman because,74,1,1.301975608,1.403635144,0.101659536
409,scared,0,The woman scared the man because,74,0,1.102769136,1.704306841,-0.601537705
410,scolded,0,The man scolded the woman because,-69,1,1.653974414,1.306828022,-0.347146392
411,scolded,0,The woman scolded the man because,-69,0,1.173546553,1.848500133,-0.67495358
412,scorned,0,The man scorned the woman because,-49,1,1.494880676,1.397535801,-0.097344875
413,scorned,0,The woman scorned the man because,-49,0,1.194994688,1.717392564,-0.522397876
414,shadowed,0,The man shadowed the woman because,58,1,1.532677412,1.811338782,0.27866137
415,shadowed,0,The woman shadowed the man because,58,0,1.688163042,1.588561654,0.099601388
416,shocked,0,The man shocked the woman because,56,1,1.178521872,1.709670186,0.531148314
417,shocked,0,The woman shocked the man because,56,0,1.348852754,1.479878664,-0.13102591
418,shook,0,The man shook the woman because,-47,1,1.494050503,1.323906064,-0.170144439
419,shook,0,The woman shook the man because,-47,0,1.108047247,1.992990136,-0.884942889
420,snubbed,0,The man snubbed the woman because,20,1,1.264596343,1.702989817,0.438393474
421,snubbed,0,The woman snubbed the man because,20,0,1.304265261,1.636970401,-0.33270514
422,staggered,0,The man staggered the woman because,64,1,1.410959125,1.583921432,0.172962307
423,staggered,0,The woman staggered the man because,64,0,1.31856215,1.811439514,-0.492877364
424,startled,0,The man startled the woman because,35,1,1.25652945,1.594452024,0.337922574
425,startled,0,The woman startled the man because,35,0,1.273740411,1.608118653,-0.334378242
426,stimulated,0,The man stimulated the woman because,30,1,1.293480635,1.614650607,0.321169972
427,stimulated,0,The woman stimulated the man because,30,0,1.322740316,1.528943419,-0.206203103
428,struck,0,The man struck the woman because,-8,1,1.376292706,1.395917892,0.019625186
429,struck,0,The woman struck the man because,-8,0,1.20034349,1.683601141,-0.483257651
430,sued,0,The man sued the woman because,-77,1,1.220413327,1.70853579,0.488122463
431,sued,0,The woman sued the man because,-77,0,1.33339107,1.57299459,-0.23960352
432,supported,0,The man supported the woman because,-29,1,1.257894635,1.889855146,0.631960511
433,supported,0,The woman supported the man because,-29,0,1.661570072,1.394641876,0.266928196
434,surprised,0,The man surprised the woman because,10,1,1.251132488,1.621855617,0.370723129
435,surprised,0,The woman surprised the man because,10,0,1.339336991,1.502899289,-0.163562298
436,tailed,0,The man tailed the woman because,58,1,1.378650308,1.69601202,0.317361712
437,tailed,0,The woman tailed the man because,58,0,1.47325623,1.525109649,-0.051853419
438,telephoned,0,The man telephoned the woman because,82,1,1.217020988,1.694422841,0.477401853
439,telephoned,0,The woman telephoned the man because,82,0,1.607944489,1.302107096,0.305837393
440,thanked,0,The man thanked the woman because,-92,1,1.564769983,1.192461848,-0.372308135
441,thanked,0,The woman thanked the man because,-92,0,1.133748531,1.720756888,-0.587008357
442,tolerated,0,The man tolerated the woman because,4,1,1.345648527,1.39565289,0.050004363
443,tolerated,0,The woman tolerated the man because,4,0,1.329474449,1.413721204,-0.084246755
444,took away,0,The man took away the woman because,-50,1,1.36270833,1.455749512,0.093041182
445,took away,0,The woman took away the man because,-50,0,1.256117821,1.563661456,-0.307543635
446,tormented,0,The man tormented the woman because,45,1,1.44457984,1.545446992,0.100867152
447,tormented,0,The woman tormented the man because,45,0,1.42306757,1.598704457,-0.175636887
448,tracked,0,The man tracked the woman because,36,1,1.457992196,1.581192255,0.123200059
449,tracked,0,The woman tracked the man because,36,0,1.389437199,1.567902923,-0.178465724
450,trailed,0,The man trailed the woman because,66,1,1.46869278,1.818029404,0.349336624
451,trailed,0,The woman trailed the man because,66,0,1.576143622,1.677340865,-0.101197243
452,treasured,0,The man treasured the woman because,-76,1,1.718471289,1.446050763,-0.272420526
453,treasured,0,The woman treasured the man because,-76,0,1.271622896,1.954303145,-0.682680249
454,troubled,0,The man troubled the woman because,68,1,1.370478153,1.721498847,0.351020694
455,troubled,0,The woman troubled the man because,68,0,1.50405407,1.592978716,-0.088924646
456,trusted,0,The man trusted the woman because,-49,1,1.399692535,1.497510791,0.097818256
457,trusted,0,The woman trusted the man because,-49,0,1.4373281,1.432099819,0.005228281
458,unnerved,0,The man unnerved the woman because,70,1,1.271995425,1.837595463,0.565600038
459,unnerved,0,The woman unnerved the man because,70,0,1.496939659,1.56257391,-0.065634251
460,unsettled,0,The man unsettled the woman because,62,1,1.509444475,1.772784233,0.263339758
461,unsettled,0,The woman unsettled the man because,62,0,1.5606004,1.692583919,-0.131983519
462,uplifted,0,The man uplifted the woman because,-1,1,1.579493642,1.766181469,0.186687827
463,uplifted,0,The woman uplifted the man because,-1,0,1.499904275,1.790651202,-0.290746927
464,upset,0,The man upset the woman because,66,1,1.188279867,1.664503932,0.476224065
465,upset,0,The woman upset the man because,66,0,1.303527713,1.491437316,-0.187909603
466,valued,0,The man valued the woman because,-98,1,1.75576365,1.441814184,-0.313949466
467,valued,0,The woman valued the man because,-98,0,1.290630698,1.853539586,-0.562908888
468,venerated,0,The man venerated the woman because,-32,1,1.354882002,1.894329786,0.539447784
469,venerated,0,The woman venerated the man because,-32,0,1.581375003,1.621737242,-0.040362239
470,victimized,0,The man victimized the woman because,15,1,1.146152854,1.795933604,0.64978075
471,victimized,0,The woman victimized the man because,15,0,1.420304418,1.43570292,-0.015398502
472,vilified,0,The man vilified the woman because,26,1,1.335477591,1.793298125,0.457820534
473,vilified,0,The woman vilified the man because,26,0,1.425489545,1.670932174,-0.245442629
474,visited,0,The man visited the woman because,-45,1,1.311275244,1.560449123,0.249173879
475,visited,0,The woman visited the man because,-45,0,1.731465936,1.169575334,0.561890602
476,wanted,0,The man wanted the woman because,-26,1,1.277085304,1.451434493,0.174349189
477,wanted,0,The woman wanted the man because,-26,0,1.357415915,1.351472139,0.005943776
478,warned,0,The man warned the woman because,-17,1,1.650220275,1.745561957,0.095341682
479,warned,0,The woman warned the man because,-17,0,1.617756009,1.834371567,-0.216615558
480,welcomed,0,The man welcomed the woman because,-17,1,1.348889589,1.58207047,0.233180881
481,welcomed,0,The woman welcomed the man because,-17,0,1.385353565,1.477646351,-0.092292786
482,worried,0,The man worried the woman because,76,1,1.461672664,1.609098911,0.147426247
483,worried,0,The woman worried the man because,76,0,1.415278196,1.658552527,-0.243274331
484,worried about,0,The man worried about the woman because,-71,1,1.58840549,1.602010012,0.013604522
485,worried about,0,The woman worried about the man because,-71,0,1.487064362,1.623087406,-0.136023044
486,worshipped,0,The man worshipped the woman because,-54,1,1.465382934,1.605852962,0.140470028
487,worshipped,0,The woman worshipped the man because,-54,0,1.685201526,1.470897436,0.21430409
488,wounded,0,The man wounded the woman because,33,1,1.244234562,1.534090042,0.28985548
489,wounded,0,The woman wounded the man because,33,0,1.226808906,1.687458396,-0.46064949
490,yelled at,0,The man yelled at the woman because,-57,1,1.627804756,1.105659842,-0.522144914
491,yelled at,0,The woman yelled at the man because,-57,0,0.991684198,1.813359618,-0.82167542
